auth_id,auth_name,auth_country,auth_date_birth 
2498                                    ,David Stewart                                               ,Japan                         ,1984-11-26
2500                                    ,ABRANDIS! (Daniel)                                          ,Japan                         ,1994-05-11
2501                                    ,Darko De Jan                                                ,Argentina                     ,1987-01-12
2502                                    ,Terry Haynes                                                ,El Salvador                   ,2015-03-26
2503                                    ,Keith a.k.a. K j A M                                        ,Germany                       ,1968-01-03
2504                                    ,Scholar Tee                                                 ,Japan                         ,1988-01-10
2505                                    ,Salty                                                       ,Finland                       ,1955-02-19
2506                                    ,Gregor Salto (jort@g-rex.com)                               ,France                        ,2020-08-24
2507                                    ,The Province                                                ,Japan                         ,2010-02-06
2508                                    ,Critical Music                                              ,Taiwan                        ,1997-09-23
2509                                    ,Craig Dalzell                                               ,Afghanistan                   ,1956-06-10
2510                                    ,Craig Connelly                                              ,Afghanistan                   ,1984-11-19
2511                                    ,BTRtoday                                                    ,France                        ,2005-11-09
2512                                    ,Radio X                                                     ,Spain                         ,2012-11-21
2513                                    ,Soundspace                                                  ,Argentina                     ,2008-11-20
2514                                    ,CJSW 90.9 FM                                                ,France                        ,1985-04-08
2515                                    ,Strong Recordings                                           ,Czech Republic                ,1964-03-09
2516                                    ,Breakbeat Paradise Recordings                               ,El Salvador                   ,1981-03-04
2517                                    ,K-109                                                       ,Argentina                     ,1995-05-05
2518                                    ,In Da Streets Radio                                         ,Spain                         ,2015-04-12
2519                                    ,Demian Kendall                                              ,Belgium                       ,1999-02-04
2520                                    ,Entercom Communications Corp.                               ,Finland                       ,1964-11-24
2521                                    ,CiTR 101.9 Vancouver                                        ,United Kingdom                ,1976-02-06
2522                                    ,CiTR 101.9 Vancouver                                        ,Taiwan                        ,1978-10-28
2523                                    ,Club Banditz                                                ,Egypt                         ,1956-06-24
2524                                    ,Pooja B                                                     ,Australia                     ,1973-06-11
2525                                    ,CHILL                                                       ,Finland                       ,2006-05-01
2526                                    ,Calder Prescott                                             ,USA                           ,1984-11-04
2527                                    ,Colour and Pitch                                            ,Afghanistan                   ,2008-03-28
2528                                    ,Jim Nolan                                                   ,Afghanistan                   ,1995-03-07
2529                                    ,Cheap Talk Staff                                            ,Italy                         ,1982-04-21
2530                                    ,Music for the Holidays from Strings Attached                ,Turkey                        ,1985-11-20
2531                                    ,Loose Cannon & Bakko                                        ,Australia                     ,1986-01-17
2532                                    ,Léon Kadillak                                               ,Finland                       ,2022-11-22
2533                                    ,Safari Sound                                                ,Belgium                       ,2009-03-16
2534                                    ,Justin Olivetti                                             ,Argentina                     ,1969-04-18
2535                                    ,DJ Copely                                                   ,France                        ,2016-05-28
2536                                    ,Party 934                                                   ,Argentina                     ,1974-09-13
2537                                    ,Banjo Hangout                                               ,Cambodia                      ,2008-07-17
2538                                    ,Benny Benassi                                               ,Niger                         ,1990-04-07
2539                                    ,BigTunesRadio podcaster                                     ,Argentina                     ,1961-06-21
2540                                    ,Audioboom                                                   ,Turkey                        ,1985-04-23
2541                                    ,94.1 KQCH                                                   ,Japan                         ,2014-05-03
2542                                    ,"Niall Kennedy, Rob Langham & Ben Woolhead                   ",Niger                         ,2020-02-18
2543                                    ,@DjSinghStylez                                              ,Finland                       ,2011-02-26
2544                                    ,Spice Radio Huntsville                                      ,Afghanistan                   ,1977-09-11
2545                                    ,BBC                                                         ,Cambodia                      ,1952-11-14
2546                                    ,JUNE 7                                                      ,Canada                        ,1999-01-26
2547                                    ,Ayur Tsyrenov                                               ,Brazil                        ,1981-06-12
2548                                    ,Aruna                                                       ,Czech Republic                ,1967-10-04
2549                                    ,"The Standing ""O"" Project                                    ",United Kingdom                ,1962-11-04
2550                                    ,Diarmaid O Meara / DOM1                                     ,Niger                         ,1957-11-19
2551                                    ,BBC                                                         ,Cambodia                      ,1958-08-28
2552                                    ,Ask.Audio                                                   ,Argentina                     ,2007-04-03
2553                                    ,Twiztid                                                     ,Russian Federation            ,1990-09-01
2554                                    ,Avenue G                                                    ,Australia                     ,1989-01-16
2555                                    ,Aural Pleasures                                             ,United Kingdom                ,2003-11-07
2556                                    ,Storm DJs                                                   ,Belgium                       ,1969-05-22
2557                                    ,Talkin'Blues Productions                                    ,Korea (South)                 ,1967-11-29
2558                                    ,Aimoon                                                      ,United Kingdom                ,1973-11-30
2559                                    ,WRFL                                                        ,Australia                     ,1975-04-14
2560                                    ,Alexei Smirnov                                              ,Mexico                        ,2009-08-21
2561                                    ,ANDREY VERTUGA                                              ,Germany                       ,1966-07-18
2562                                    ,Dan Dyer                                                    ,Taiwan                        ,2014-05-14
2563                                    ,MarkRushton.com                                             ,France                        ,1969-08-11
2564                                    ,Scott Gordon                                                ,Niger                         ,2008-01-16
2565                                    ,Tomy DeClerque                                              ,El Salvador                   ,1961-06-02
2566                                    ,SPARTAQUE                                                   ,Taiwan                        ,2006-07-29
2567                                    ,Cliff Hicks                                                 ,Belgium                       ,2017-02-04
2568                                    ,SONGMESS                                                    ,Italy                         ,1954-03-15
2569                                    ,Tonepoet                                                    ,Czech Republic                ,2011-02-25
2570                                    ,"The Sphere Network, LLC                                     ",Argentina                     ,1985-09-10
2571                                    ,Texas Metal Show                                            ,Turkey                        ,1995-06-12
2572                                    ,TexasMusicSpotlight                                         ,Australia                     ,1987-09-12
2573                                    ,Mobile Talk                                                 ,Egypt                         ,2006-08-20
2574                                    ,eduardospohr                                                ,Austria                       ,2013-05-05
2575                                    ,                                                            ,Argentina                     ,2002-06-27
2577                                    ,Podcast – Evidence In Motion                                ,Belgium                       ,1983-05-28
2578                                    ,MVLRI                                                       ,Japan                         ,2007-06-13
2579                                    ,Eric Burch                                                  ,Ukraine                       ,2004-02-03
2580                                    ,Shailen Jasani                                              ,Italy                         ,1959-01-30
2581                                    ,"USGS, Menlo Park (Scott Haefner)                            ",India                         ,1973-02-11
2582                                    ,Pure Matrimony                                              ,El Salvador                   ,2005-04-28
2583                                    ,Shannon Holder                                              ,Egypt                         ,1955-04-04
2584                                    ,John Morrow                                                 ,Czech Republic                ,1970-06-22
2585                                    ,NPR Illinois                                                ,Afghanistan                   ,1960-02-02
2586                                    ,Stanislaw Pstrokonski                                       ,Brazil                        ,2021-09-02
2587                                    ,Extension Technology                                        ,Egypt                         ,1987-09-28
2588                                    ,Kent District Library                                       ,Cambodia                      ,1972-09-13
2589                                    ,Heaven's Invasion                                           ,Spain                         ,1977-06-04
2590                                    ,baldgeekinmd                                                ,Czech Republic                ,1967-03-02
2591                                    ,Relay FM                                                    ,Australia                     ,2012-04-17
2592                                    ,Leading Lines                                               ,Taiwan                        ,1994-09-07
2593                                    ,Gary Crow                                                   ,Germany                       ,1965-07-06
2594                                    ,TheThinkingAtheist                                          ,Korea (South)                 ,1986-01-13
2595                                    ,TeachingAmericanHistory.org                                 ,Spain                         ,1996-04-05
2596                                    ,Brainstorm podcast                                          ,Taiwan                        ,1996-03-01
2597                                    ,Temple Honors                                               ,Australia                     ,1953-06-03
2599                                    ,Podcast Host NSDA                                           ,Afghanistan                   ,1977-05-10
2600                                    ,Sealaska Heritage Institute                                 ,Niger                         ,2014-11-26
2601                                    ,BarneyGumble                                                ,Brazil                        ,1969-04-26
2602                                    ,Bnei Baruch - Kabbalah L'Am Association                     ,Niger                         ,1965-09-08
2603                                    ,Erik Winegarden                                             ,Germany                       ,1974-02-09
2604                                    ,Skyline Health & Medicine                                   ,Taiwan                        ,2001-04-15
2605                                    ,Bnei Baruch - Kabbalah L'Am Association                     ,Japan                         ,2004-05-20
2606                                    ,Monique Walker                                              ,France                        ,1985-03-26
2607                                    ,Middle School Educators                                     ,Finland                       ,1990-07-09
2608                                    ,fizzics                                                     ,Italy                         ,1967-03-29
2609                                    ,PhDrinking                                                  ,El Salvador                   ,1982-04-29
2611                                    ,CUNY Radio Podcasts                                         ,United Kingdom                ,2013-06-18
2612                                    ,Cytokine Signalling Forum                                   ,United Kingdom                ,1969-03-02
2613                                    ,Michael LaFido                                              ,Russian Federation            ,2013-11-09
2614                                    ,International Society of Arboriculture                      ,Ukraine                       ,1982-04-07
2615                                    ,Bari Tessler and Forest Linden                              ,Mexico                        ,1983-04-15
2616                                    ,                                                            ,Niger                         ,2016-02-01
2617                                    ,The Engineered Network                                      ,Germany                       ,1977-04-03
2619                                    ,Boom Goddess Radio                                          ,Spain                         ,1969-05-05
2620                                    ,Student Voice                                               ,Spain                         ,2011-09-14
2621                                    ,Dyscalculia Headlines                                       ,Cambodia                      ,1978-07-25
2622                                    ,Logos Radio Network                                         ,Brazil                        ,1956-02-06
2623                                    ,Public News Service                                         ,Turkey                        ,2007-06-21
2624                                    ,Ricochet.com                                                ,Japan                         ,2020-11-03
2625                                    ,World Media Foundation                                      ,Belgium                       ,2018-05-16
2626                                    ,Let Your Voice Be Heard! Radio                              ,Finland                       ,2013-04-04
2627                                    ,Minnesota Public Radio                                      ,India                         ,1966-05-26
2628                                    ,Lou Desmond and Company                                     ,Turkey                        ,1996-09-14
2629                                    ,VOA                                                         ,India                         ,1971-04-02
2630                                    ,Jason Meeker                                                ,France                        ,1960-10-01
2631                                    ,Ricochet.com                                                ,Afghanistan                   ,1957-06-17
2632                                    ,"Jonathan Karl, Rick Klein - ABC News                        ",Canada                        ,1972-06-14
2633                                    ,Libertarian Alliance                                        ,USA                           ,1990-04-28
2634                                    ,West Lothian Boomerang                                      ,Argentina                     ,1994-05-30
2635                                    ,Burke and Gen                                               ,Czech Republic                ,1998-02-06
2636                                    ,Adam Simpson                                                ,Ukraine                       ,1962-03-05
2637                                    ,Steve Rimmer                                                ,Spain                         ,1977-06-30
2638                                    ,Troy Griffith                                               ,Italy                         ,1993-04-25
2639                                    ,FiveThirtyEight.com                                         ,Austria                       ,2018-02-27
2640                                    ,First Ade then Paul                                         ,Turkey                        ,1981-07-29
2641                                    ,FOX News Radio                                              ,Finland                       ,1999-08-12
2642                                    ,Friday Morning Podcast                                      ,Ukraine                       ,1964-02-25
2643                                    ,Fritz Stephey                                               ,France                        ,2010-11-21
2644                                    ,KBOO Radio                                                  ,Mexico                        ,1985-01-20
2645                                    ,FPPradio                                                    ,Germany                       ,1964-06-20
2646                                    ,KBOO Radio                                                  ,United Kingdom                ,1951-02-20
2647                                    ,Inbound Raleigh                                             ,Ukraine                       ,1961-02-20
2648                                    ,APM Reports                                                 ,India                         ,1980-04-04
2649                                    ,audioBoom                                                   ,Austria                       ,1973-11-14
2650                                    ,Al Jazeera English                                          ,France                        ,2005-02-17
2651                                    ,Council on Foreign Relations                                ,Finland                       ,1956-04-08
2652                                    ,"The Sphere Network, LLC                                     ",Ukraine                       ,1954-04-29
2653                                    ,L.A. Nik                                                    ,Canada                        ,2014-06-22
2654                                    ,Matt Lewis                                                  ,Turkey                        ,1972-05-22
2655                                    ,Korea Economic Institute                                    ,Egypt                         ,1969-02-01
2656                                    ,"BBS Radio, BBS Network Inc.                                 ",Australia                     ,1955-05-16
2657                                    ,Secure Freedom Radio with Frank Gaffney                     ,Brazil                        ,1996-09-13
2658                                    ,Radio.com                                                   ,Italy                         ,1953-05-10
2659                                    ,Kite Line – WFHB                                            ,Mexico                        ,1975-04-01
2660                                    ,CBC Radio                                                   ,Turkey                        ,1996-02-06
2661                                    ,Damian & Matt                                               ,Egypt                         ,2004-09-13
2662                                    ,Jerald Rae                                                  ,Taiwan                        ,1958-11-28
2663                                    ,El DiPablo                                                  ,Egypt                         ,2021-05-14
2664                                    ,james holland                                               ,Canada                        ,1988-11-19
2665                                    ,Mike LeMay & David Fiorazo                                  ,USA                           ,1956-07-28
2666                                    ,Jamaicans.com                                               ,Italy                         ,1958-01-15
2667                                    ,Michigan Radio                                              ,Korea (South)                 ,2000-07-07
2668                                    ,Nathan Callahan & Mike Kaspar                               ,USA                           ,1964-11-07
2669                                    ,ABC News and Current Affairs                                ,Korea (South)                 ,1998-05-03
2670                                    ,BBC                                                         ,Japan                         ,1987-05-24
2671                                    ,Kaldor Centre UNSW                                          ,Germany                       ,1999-10-15
2672                                    ,Slate Magazine                                              ,Belgium                       ,1988-09-11
2673                                    ,The Week                                                    ,Italy                         ,1959-02-16
2674                                    ,BBC                                                         ,Canada                        ,2022-07-25
2675                                    ,Audioboom                                                   ,Taiwan                        ,1973-02-05
2676                                    ,"KPFA.org - KPFA 94.1 Berkeley, CA                           ",Taiwan                        ,1978-11-10
2677                                    ,CBC Radio                                                   ,Poland                        ,1982-03-17
2678                                    ,C-SPAN                                                      ,Czech Republic                ,1968-01-10
2679                                    ,Dissent                                                     ,Italy                         ,1992-10-11
2680                                    ,RTI                                                         ,Egypt                         ,1965-07-01
2681                                    ,Todd Veinotte                                               ,Australia                     ,1990-08-23
2682                                    ,Audioboom                                                   ,Brazil                        ,1979-09-19
2683                                    ,Radio on the Go                                             ,Canada                        ,1976-03-29
2684                                    ,Tipp FM Radio                                               ,Belgium                       ,2010-09-10
2685                                    ,RTHK.HK                                                     ,Spain                         ,1982-06-14
2686                                    ,RTHK.HK                                                     ,United Kingdom                ,1951-04-20
2687                                    ,Marshall Poe                                                ,Canada                        ,1990-10-03
2688                                    ,American Bacon                                              ,Cambodia                      ,1951-10-07
2689                                    ,Bob Weeks                                                   ,India                         ,2013-01-15
2690                                    ,Voice of San Diego                                          ,Ukraine                       ,1951-04-23
2691                                    ,Neal Boortz                                                 ,Ukraine                       ,1984-08-08
2692                                    ,NBC News                                                    ,Austria                       ,1960-03-17
2693                                    ,NC Policy Watch                                             ,Spain                         ,2005-04-09
2694                                    ,This Week in Drugs                                          ,Spain                         ,1986-02-13
2695                                    ,Radio New Zealand                                           ,France                        ,2004-01-29
2696                                    ,Race Haven Podcast                                          ,Poland                        ,1980-11-21
2697                                    ,                                                            ,Mexico                        ,2006-06-20
2698                                    ,WBEN Extras                                                 ,Brazil                        ,2006-01-12
2699                                    ,Radio 2GB                                                   ,USA                           ,1994-11-03
2700                                    ,NYN Media                                                   ,Poland                        ,2020-08-12
2701                                    ,"Trey Mitchell, Adam Fullerton, & Spencer Hall               ",El Salvador                   ,1964-05-15
2702                                    ,Melida Potts                                                ,Finland                       ,1967-04-18
2703                                    ,Wizard on the Wynd                                          ,United Kingdom                ,1955-05-28
2704                                    ,ABC Radio                                                   ,Cambodia                      ,1976-08-18
2705                                    ,Armchair Survivalist                                        ,Finland                       ,2022-01-04
2706                                    ,Audioboom                                                   ,USA                           ,1975-01-10
2707                                    ,Secret Room Multimedia                                      ,Ukraine                       ,1950-08-17
2708                                    ,Side Tracked with Blue Vino                                 ,Japan                         ,1963-08-16
2709                                    ,TheSnapCast                                                 ,USA                           ,1988-08-19
2710                                    ,Shop Talk Live                                              ,Austria                       ,1976-07-17
2711                                    ,The Persona Podcast                                         ,India                         ,1982-08-14
2712                                    ,Dwight Wallbridge                                           ,India                         ,1972-07-16
2713                                    ,Rob Buzan                                                   ,Germany                       ,2021-01-29
2714                                    ,@TownHallHeroes                                             ,Brazil                        ,2000-01-07
2715                                    ,Complex Action                                              ,Afghanistan                   ,1959-05-21
2716                                    ,Mash Those Buttons                                          ,Belgium                       ,2004-01-26
2717                                    ,Paul Franz                                                  ,Taiwan                        ,2021-09-10
2718                                    ,Total Party Thrill                                          ,Italy                         ,2003-03-10
2719                                    ,The Two Player Podcast                                      ,Italy                         ,1954-07-17
2720                                    ,Consumer Reports                                            ,Russian Federation            ,2019-06-10
2721                                    ,Consumer Reports                                            ,USA                           ,1980-10-30
2722                                    ,This Week In Our Collective Heads                           ,Australia                     ,1999-11-23
2723                                    ,Sean Poeschl                                                ,Poland                        ,1956-09-29
2724                                    ,TNL                                                         ,Argentina                     ,1973-07-18
2725                                    ,Moosemachine                                                ,Poland                        ,1970-05-05
2726                                    ,Rasputin Radio Crew                                         ,Australia                     ,1956-03-06
2727                                    ,Jason Rutherford                                            ,Taiwan                        ,2007-04-03
2728                                    ,Tabletop Radio Hour                                         ,Niger                         ,1953-09-11
2729                                    ,Random Nintendo                                             ,Brazil                        ,2011-10-26
2730                                    ,Ready Players                                               ,France                        ,1990-02-06
2731                                    ,Derek And Don                                               ,Argentina                     ,1957-02-22
2732                                    ,Weber This Week – FingerLakes1.TV                           ,Turkey                        ,1953-02-09
2733                                    ,Anthony Rossi                                               ,Niger                         ,2006-06-10
2734                                    ,TAP into Greater Olean                                      ,Taiwan                        ,1956-09-12
2735                                    ,France 24                                                   ,Russian Federation            ,1955-11-16
2736                                    ,KBOO Radio                                                  ,Egypt                         ,1960-10-14
2737                                    ,KTAR                                                        ,Egypt                         ,2002-10-17
2738                                    ,Sylvan Migdal                                               ,Taiwan                        ,1951-08-12
2739                                    ,Rich Procida                                                ,Ukraine                       ,1985-08-25
2740                                    ,Newstalk ZB                                                 ,Finland                       ,2022-04-04
2741                                    ,North Carolina Public Radio - WUNC                          ,Cambodia                      ,1984-09-18
2742                                    ,BBC                                                         ,Korea (South)                 ,1992-05-21
2743                                    ,France 24                                                   ,Czech Republic                ,1987-10-29
2744                                    ,Radio.com                                                   ,Turkey                        ,1983-02-01
2745                                    ,ROBIN HOOD RADIO                                            ,Australia                     ,1975-08-09
2746                                    ,Chicago Newsroom                                            ,Argentina                     ,1970-02-11
2747                                    ,Jim Sawyer                                                  ,Afghanistan                   ,1954-03-03
2748                                    ,ColumbiaUEnergy                                             ,Cambodia                      ,1985-03-27
2749                                    ,CHQR                                                        ,Japan                         ,1979-04-14
2750                                    ,CBC News: The World This Hour                               ,Niger                         ,1990-04-06
2751                                    ,WKXL - ConcordNewsRadio.com                                 ,Austria                       ,2001-04-24
2752                                    ,BBC                                                         ,Poland                        ,1960-10-08
2753                                    ,KBOO Radio                                                  ,Finland                       ,2012-05-21
2754                                    ,Audioboom                                                   ,Niger                         ,2010-11-06
2755                                    ,JOY 94.9                                                    ,Belgium                       ,1961-03-24
2756                                    ,Bits Bases and Baskets                                      ,Finland                       ,1977-04-03
2757                                    ,Ian Wright                                                  ,Belgium                       ,1959-03-29
2758                                    ,Katie Tregs & Jessica                                       ,Italy                         ,1987-01-06
2759                                    ,Infinite Respawn Podcast                                    ,France                        ,2012-08-29
2760                                    ,Beyond gaming                                               ,Argentina                     ,1958-06-15
2761                                    ,Remy Gibson                                                 ,Poland                        ,1977-05-25
2762                                    ,Brad Smith and Friends                                      ,Germany                       ,1962-09-05
2763                                    ,"Jen Brinkman, Julian Bernick, Jeff Goad                     ",Ukraine                       ,1969-10-15
2764                                    ,Michael Zelbel                                              ,India                         ,1967-01-01
2765                                    ,Level 88 Entertainment                                      ,Poland                        ,1986-03-24
2766                                    ,Kitchen Table Magic                                         ,Austria                       ,1954-05-26
2767                                    ,Kinda Funny                                                 ,Italy                         ,1977-06-14
2768                                    ,The Professor                                               ,Czech Republic                ,1960-03-19
2769                                    ,TheWolfDoctor and MizSylver                                 ,El Salvador                   ,1961-02-03
2770                                    ,Jason Marcel                                                ,Turkey                        ,1999-04-12
2771                                    ,Eric Goranson                                               ,Cambodia                      ,1965-11-06
2772                                    ,My Life in Gaming                                           ,Spain                         ,2007-04-09
2773                                    ,Mostly Off-topic                                            ,Czech Republic                ,2011-01-16
2774                                    ,Totemlydrunk                                                ,Austria                       ,1982-10-19
2775                                    ,Men In Sheds                                                ,Czech Republic                ,1993-05-21
2776                                    ,Amanda Uhler                                                ,United Kingdom                ,2001-07-07
2777                                    ,Drone U                                                     ,Cambodia                      ,1976-01-04
2778                                    ,SmashPad                                                    ,Taiwan                        ,1982-08-29
2779                                    ,Nerds                                                       ,Taiwan                        ,1954-08-07
2780                                    ,Destiny The Show                                            ,Finland                       ,1994-04-09
2781                                    ,PopMatters                                                  ,Ukraine                       ,1984-09-03
2782                                    ,                                                            ,Australia                     ,1999-10-10
2783                                    ,Aimless Podcasts                                            ,El Salvador                   ,1981-09-11
2784                                    ,Cretins Guild                                               ,Afghanistan                   ,2012-02-07
2785                                    ,Steven Fegert                                               ,Mexico                        ,1985-09-03
2786                                    ,Dragon's Demize                                             ,Mexico                        ,1972-01-21
2787                                    ,Brian Ward                                                  ,El Salvador                   ,1973-07-19
2788                                    ,"Stefan Fairweather, Catherine Butchard, Gregory Crisp       ",Czech Republic                ,2001-06-22
2789                                    ,Half Assed Heroes                                           ,France                        ,1951-04-22
2790                                    ,Color Commontary                                            ,Italy                         ,1967-10-24
2791                                    ,Bad Melee Podcast                                           ,Japan                         ,1977-01-11
2792                                    ,Corellian Run Radio ǀ Your SWTOR Podcast                    ,Brazil                        ,1984-02-25
2793                                    ,Xander Phoena                                               ,Mexico                        ,2010-09-10
2794                                    ,Crudely Drawn Swords                                        ,Germany                       ,1984-03-06
2795                                    ,Constructed Criticism                                       ,Canada                        ,1972-09-14
2796                                    ,Critical Twits                                              ,Turkey                        ,1993-04-18
2797                                    ,RealmsRadio                                                 ,Korea (South)                 ,1952-05-27
2799                                    ,George & Hambone                                            ,Finland                       ,1969-02-18
2800                                    ,Oneouter.com                                                ,Argentina                     ,1976-03-06
2801                                    ,PC Invasion Podcast                                         ,USA                           ,2016-05-20
2802                                    ,IGN (podcasts@ign.com)                                      ,Germany                       ,2003-03-23
2803                                    ,Lullabot                                                    ,Spain                         ,1973-04-22
2804                                    ,IT Governance                                               ,Italy                         ,1981-06-26
2805                                    ,SHORT-SHIFT PODCAST                                         ,Finland                       ,2022-09-28
2806                                    ,David B. Miller                                             ,Canada                        ,1988-10-22
2807                                    ,Greg Bakun                                                  ,Ukraine                       ,1968-04-14
2808                                    ,r                                                           ,Cambodia                      ,2012-05-04
2809                                    ,"Brett Monro, Mo Kristiansen, Chris Beck                     ",Turkey                        ,2009-11-10
2810                                    ,Ryan Axelson                                                ,India                         ,1998-01-11
2811                                    ,Rachel Smith                                                ,France                        ,2020-08-01
